tconst	ordering	nconst	category	job	characters
tt0002339	3	nm0652479	actress	""	"[""Muriel Hughes""]"
tt0002339	4	nm0205198	actress	""	"[""Salina Huntington""]"
tt0002339	5	nm0790710	actor	""	"[""Will Huntingdon""]"
tt0002339	6	nm0488285	actor	""	"[""George Lamon""]"
tt0002339	7	nm0395576	actress	""	"[""Clara Huntingdon""]"
tt0002339	8	nm0461482	actress	""	"[""Miss Osgood""]"
tt0002340	1	nm0511729	actor	""	"[""Max""]"
tt0002340	2	nm0608870	actor	""	"[""Guardian""]"
tt0002340	3	nm1181073	actress	""	"[""Miquette""]"
tt0002341	1	nm0717468	actor	""	"[""Dick Wilson - Union Soldier""]"
tt0002341	2	nm0227919	actor	""	"[""Lt. John Wilson Jr. - Confederate Soldier""]"
tt0002341	3	nm0379107	actor	""	"[""Colonel John Wilson Sr.""]"
tt0002341	4	nm0050169	actress	""	"[""Mrs. Wilson - the Mother""]"
tt0002341	5	nm0717281	director	""	""
tt0002341	6	nm0209331	writer	story	""
tt0002341	7	nm0797094	actor	""	"[""The Confederate Soldier""]"
tt0002341	8	nm0838052	actor	""	"[""Gen. Robert E. Lee""]"
tt0002342	10	nm0568282	actress	""	"[""Tribe Member""]"
tt0002342	1	nm1013170	actor	""	"[""Grandfather - the Story Teller""]"
tt0002342	2	nm0366008	actor	""	"[""Weakhands""]"
tt0002342	3	nm0550615	actress	""	"[""Lillywhite""]"
tt0002342	4	nm0524306	actor	""	"[""Bruteforce""]"
tt0002342	5	nm0000428	director	""	""
tt0002342	6	nm0518711	writer	"story ""Before Adam"""	""
tt0002342	7	nm0940488	writer	""	""
tt0002342	8	nm0005658	cinematographer	""	""
tt0002342	9	nm0537556	actor	""	"[""Tribe Member""]"
tt0002343	10	nm0681927	actor	""	"[""Among the Indians""]"
tt0002343	1	nm0125164	actor	""	"[""The Prospector""]"
tt0002343	2	nm0842239	actress	""	"[""The Prospector's Daughter""]"
tt0002343	3	nm0366008	actor	""	"[""The Prospector's Son""]"
tt0002343	4	nm0649211	actor	""	"[""The Claim Jumper""]"
tt0002343	5	nm0000428	director	""	""
tt0002343	6	nm0377289	writer	""	""
tt0002343	7	nm0005658	cinematographer	""	""
tt0002343	8	nm0537556	actor	""	"[""The Mexican""]"
tt0002343	9	nm0141035	actor	""	"[""Among the Indians""]"
tt0002344	1	nm0449857	actor	""	""
tt0002344	2	nm0124189	actress	""	""
tt0002344	3	nm0245385	director	""	""
tt0002345	1	nm0294276	director	""	""
tt0002346	10	nm0922392	actor	""	"[""Martin Chuzzlewit the Elder""]"
tt0002346	1	nm0504353	actor	""	"[""Young Martin Chuzzlewit""]"
tt0002346	2	nm0495218	actress	""	"[""Mary - The Ward""]"
tt0002346	3	nm0373341	actor	""	"[""Jonas Chuzzlewit - Old Martin's Son""]"
tt0002346	4	nm0789748	actor	""	"[""Tom Pinch""]"
tt0002346	5	nm0002177	director	""	""
tt0002346	6	nm0205986	director	""	""
tt0002346	7	nm0002042	writer	novel	""
tt0002346	8	nm0112130	actress	""	"[""Mrs. Lupin""]"
tt0002346	9	nm0626370	actress	""	"[""Undetermined Secondary Role""]"
tt0002347	1	nm0029253	director	""	""
tt0002348	10	nm0296193	cinematographer	""	""
tt0002348	1	nm0216031	actor	""	"[""Vater von Elinor""]"
tt0002348	2	nm1152083	actress	""	"[""Tochter von Elinor""]"
tt0002348	3	nm0691995	actress	""	"[""Elinor""]"
tt0002348	4	nm0723801	actress	""	"[""Mutter von Elinor""]"
tt0002348	5	nm0350695	director	""	""
tt0002348	6	nm0823150	director	""	""
tt0002348	7	nm0051304	writer	""	""
tt0002348	8	nm1818289	writer	""	""
tt0002348	9	nm0582268	producer	producer	""
tt0002349	1	nm0561489	actor	""	""
tt0002349	2	nm0211191	actor	""	""
tt0002349	3	nm0282653	actress	""	""
tt0002349	4	nm0858286	actress	""	""
tt0002349	5	nm0304098	director	""	""
tt0002349	6	nm0869559	actor	""	"[""Ermont""]"
tt0002350	10	nm0226992	actor	""	"[""John Randolph - In Prologue"",""In Cavalry""]"
tt0002350	1	nm0524306	actor	""	"[""Stephen""]"
tt0002350	2	nm0842239	actress	""	"[""Stephen's Ward""]"
tt0002350	3	nm0921980	actor	""	"[""Stephen's Ward's Husband""]"
tt0002350	4	nm0656425	actor	""	"[""The Indian Chief""]"
tt0002350	5	nm0000428	director	""	""
tt0002350	6	nm0005658	cinematographer	""	""
tt0002350	7	nm0649211	actor	""	"[""The Old Settler""]"
tt0002350	8	nm0681927	actor	""	"[""The Young Boy""]"
tt0002350	9	nm0568282	actress	""	"[""Stephen's Belle - In Prologue""]"
tt0002351	1	nm0299053	actor	""	"[""The Master Artist""]"
tt0002351	2	nm0298301	actress	""	"[""The Master Artist's Daughter""]"
tt0002351	3	nm0789748	actor	""	"[""The Pupil""]"
tt0002351	4	nm0680232	actor	""	"[""1st Book Publisher""]"
tt0002351	5	nm0205986	director	""	""
tt0002351	6	nm0250480	actor	""	"[""2nd Book Publisher""]"
tt0002351	7	nm0588295	actress	""	"[""The Maid""]"
tt0002351	8	nm0905629	actor	""	"[""Undetermined Secondary Role""]"
tt0002352	1	nm0516974	actor	""	"[""Jack Raymond""]"
tt0002352	2	nm0202590	actress	""	""
tt0002352	3	nm0160280	director	""	""
tt0002352	4	nm0395438	producer	producer	""
tt0002353	1	nm0424530	actor	""	"[""Charles Erskine - The Sick Father""]"
tt0002353	2	nm0109800	actress	""	"[""Charles Erskine's Wife""]"
tt0002353	3	nm0352495	actor	""	"[""Raymond - Charles Erskine's Son""]"
tt0002353	4	nm0104892	actor	""	"[""President of the Insurance Company""]"
tt0002353	5	nm0002615	producer	producer	""
tt0002353	6	nm0593392	actor	""	"[""The Doctor""]"
tt0002353	7	nm0625453	actress	""	""
tt0002353	8	nm0352454	actress	""	""
tt0002354	1	nm0511729	actor	""	"[""Max""]"
tt0002354	2	nm1150660	actress	""	"[""Jane""]"
tt0002354	3	nm0171733	actor	""	""
tt0002354	4	nm0486117	actress	""	""
tt0002354	5	nm0503415	director	co-director	""
tt0002354	6	nm0608870	actor	""	""
tt0002355	1	nm0511729	actor	""	"[""Max""]"
tt0002355	2	nm0503083	actress	""	""
tt0002355	3	nm0171733	actor	""	"[""Guest in Cabaret""]"
tt0002355	4	nm0211191	actor	""	"[""Friend in Cabaret""]"
tt0002355	5	nm9314711	actress	""	"[""Dance Partner""]"
tt0002356	1	nm0124279	actor	""	"[""Maurice Eaton""]"
tt0002356	2	nm0105201	actress	""	"[""Isobel McIntyre""]"
tt0002356	3	nm0206750	actor	""	"[""Mr. McIntyre - Isobel's Father""]"
tt0002356	4	nm0913341	actor	""	"[""Remsen Olmstead""]"
tt0002356	5	nm0910388	actor	""	"[""Physician""]"
tt0002356	6	nm0582212	actor	""	""
tt0002357	1	nm0681933	actress	""	"[""The Little Net-Mender""]"
tt0002357	2	nm0921980	actor	""	"[""Tom - The Little Mender's Sweetheart""]"
tt0002357	3	nm0550619	actress	""	"[""Grace - The Little Mender's Rival""]"
tt0002357	4	nm1013170	actor	""	"[""The Little Mender's Father""]"
tt0002357	5	nm0000428	director	""	""
tt0002357	6	nm0005658	cinematographer	""	""
tt0002357	7	nm0376396	actor	""	"[""The Little Mender's B rother""]"
tt0002357	8	nm0649211	actor	""	"[""Fisherman""]"
tt0002357	9	nm0635667	actress	""	"[""Undetermined Secondary Role""]"
tt0002358	10	nm0177416	actress	""	"[""Nerissa""]"
tt0002358	1	nm0101413	actor	""	"[""Shylock""]"
tt0002358	2	nm0478359	actress	""	"[""Portia""]"
tt0002358	3	nm0027209	actress	""	"[""Jessica""]"
tt0002358	4	nm0071132	actor	""	"[""Bassanio""]"
tt0002358	5	nm0376529	director	""	""
tt0002358	6	nm0641967	director	""	""
tt0002358	7	nm0518840	writer	scenario	""
tt0002358	8	nm0000636	writer	play	""
tt0002358	9	nm0751510	actor	""	"[""Antonio""]"
tt0002359	1	nm0408436	director	""	""
tt0002360	1	nm0635667	actress	""	"[""Sally Rice""]"
tt0002360	2	nm0827509	actor	""	""
tt0002360	3	nm0532072	actor	""	""
tt0002360	4	nm0784407	director	""	""
tt0002361	10	nm0447168	actress	""	"[""Stephanie""]"
tt0002361	1	nm0058020	actor	""	"[""Rev. A. Cette""]"
tt0002361	2	nm0198549	actor	""	"[""Capt. Rudolph von Scarsbruck""]"
tt0002361	3	nm0328760	actor	""	"[""Father Gerard""]"
tt0002361	4	nm0377987	actor	""	"[""Maj. Donelli""]"
tt0002361	5	nm0519315	director	""	""
tt0002361	6	nm0397669	writer	play	""
tt0002361	7	nm0383382	cinematographer	""	""
tt0002361	8	nm0397639	actor	""	"[""Cpl. Otto""]"
tt0002361	9	nm0431898	actress	""	"[""Kathie""]"
tt0002362	1	nm0294276	director	""	""
tt0002363	1	nm0811293	actress	""	"[""Mary Dout, the Militant Suffragette""]"
tt0002363	2	nm0190516	actor	""	"[""John Strong, Mary's Fiancé""]"
tt0002363	3	nm0551365	actress	""	"[""Mrs. Henry McGuire""]"
tt0002363	4	nm0150264	actor	""	"[""Henry McGuire""]"
tt0002363	5	nm0237630	actress	""	"[""President of the Suffragette's Club""]"
tt0002364	1	nm0516974	actor	""	"[""Dustin Lains""]"
tt0002364	2	nm0379580	actor	""	"[""Pike A. Long""]"
tt0002364	3	nm0078806	actress	""	"[""Mrs. Knobhill""]"
tt0002364	4	nm0643048	actor	""	"[""Mr. Knobhill""]"
tt0002364	5	nm0662442	director	""	""
tt0002364	6	nm0783152	producer	producer	""
tt0002364	7	nm0724541	actor	""	"[""Otto Sellers""]"
tt0002364	8	nm0307693	actor	""	"[""Chauffeur""]"
tt0002365	1	nm0925310	actress	""	"[""Pearl""]"
tt0002365	2	nm0055865	actor	""	"[""Chester - Pearl's Beau""]"
tt0002365	3	nm0806565	director	""	""
tt0002366	1	nm0294276	director	""	""
tt0002368	1	nm0436704	actress	""	"[""Mirele Efros""]"
tt0002368	2	nm2702245	actor	""	"[""Josele, Mirele's son""]"
tt0002368	3	nm2705332	actor	""	"[""Danilo - Mirele's son""]"
tt0002368	4	nm0436706	actress	""	"[""Szlojmele, Mirele's Grandson""]"
tt0002368	5	nm0546378	director	""	""
tt0002368	6	nm0329924	writer	play	""
tt0002368	7	nm2701207	producer	producer	""
tt0002368	8	nm0954051	cinematographer	""	""
tt0002368	9	nm2704193	production_designer	""	""
tt0002369	1	nm0888708	actor	""	"[""The miller""]"
tt0002369	2	nm0558869	actor	""	"[""His small son""]"
tt0002369	3	nm0244442	actress	""	"[""The miller's wife""]"
tt0002369	4	nm0496376	actress	""	"[""The miller's daughter""]"
tt0002369	5	nm0532622	director	""	""
tt0002369	6	nm2791743	cinematographer	""	""
tt0002369	7	nm0754823	cinematographer	""	""
tt0002369	8	nm4438823	actor	""	"[""The tramp""]"
tt0002370	10	nm0949403	actress	""	""
tt0002370	1	nm0007221	actor	""	"[""Roy Brain""]"
tt0002370	2	nm0850033	actress	""	"[""Marion Mallard - the Spy""]"
tt0002370	3	nm2577858	actor	""	"[""President Taft""]"
tt0002370	4	nm0216311	actor	""	"[""Roy's Valet""]"
tt0002370	5	nm0111753	director	""	""
tt0002370	6	nm0401967	director	""	""
tt0002370	7	nm0612348	writer	scenario	""
tt0002370	8	nm0907973	actress	""	"[""Helen Montepier - the Daughter""]"
tt0002370	9	nm0408433	actor	""	"[""The Aviator""]"
tt0002371	10	nm0379580	actor	""	"[""Napoleon""]"
tt0002371	1	nm0098376	actor	""	"[""Edmond Dantes""]"
tt0002371	2	nm0764346	actor	""	"[""Danglars""]"
tt0002371	3	nm0712660	actor	""	"[""Caderouse.""]"
tt0002371	4	nm0078806	actress	""	"[""Mercedes""]"
tt0002371	5	nm0132324	director	""	""
tt0002371	6	nm0241416	writer	novel	""
tt0002371	7	nm0783152	producer	producer	""
tt0002371	8	nm0242139	actor	""	""
tt0002371	9	nm0151387	actor	""	"[""Captain LeClerc""]"
tt0002372	1	nm0005717	director	""	""
tt0002373	1	nm0635752	actress	""	"[""Elvira Sylva""]"
tt0002373	2	nm0830249	actor	""	"[""Count Raoul de Saligny""]"
tt0002373	3	nm0414887	actress	""	"[""Elvira's daughter""]"
tt0002373	4	nm0253307	actor	""	"[""Elvira's servant""]"
tt0002373	5	nm0005748	cinematographer	""	""
tt0002374	1	nm0449857	actor	""	"[""The Young Mormon""]"
tt0002374	2	nm0124189	actress	""	"[""The Young Mormon's Sweetheart""]"
tt0002374	3	nm0245385	director	""	""
tt0002375	1	nm0135053	actor	""	""
tt0002375	2	nm0180078	actress	""	""
tt0002375	3	nm0503415	actor	""	""
tt0002375	4	nm0578805	actor	""	""
tt0002375	5	nm0135052	director	""	""
tt0002375	6	nm0304098	writer	""	""
tt0002375	7	nm0959921	actor	""	""
tt0002376	1	nm0533615	actor	""	"[""Dan Hart""]"
tt0002376	2	nm0533617	actress	""	"[""Mrs. Dan Hart""]"
tt0002376	3	nm0090207	actress	""	"[""The Shorter Daughter""]"
tt0002376	4	nm0001908	writer	""	""
tt0002377	1	nm0784407	actor	""	"[""Suitor""]"
tt0002377	2	nm0635667	actress	""	"[""Mabel""]"
tt0002377	3	nm0532072	actor	""	"[""Friend""]"
tt0002377	4	nm0827509	actor	""	""
tt0002378	10	nm0614879	actor	""	"[""An Old Friend of the Grouches""]"
tt0002378	1	nm0226992	actor	""	"[""Mr. Grouch""]"
tt0002378	2	nm0487007	actor	""	"[""The Frenchman""]"
tt0002378	3	nm0681927	actor	""	"[""The Frenchman's Son""]"
tt0002378	4	nm0568566	actress	""	"[""Mrs. Grouch""]"
tt0002378	5	nm0376396	director	""	""
tt0002378	6	nm0940488	writer	""	""
tt0002378	7	nm0383528	cinematographer	""	""
tt0002378	8	nm0064415	actor	""	"[""A Friend of the Grouches"",""Outside Hotel""]"
tt0002378	9	nm0497265	actress	""	"[""A Friend of the Grouches""]"
tt0002379	10	nm0298301	actress	""	""
tt0002379	1	nm0905629	actor	""	"[""Mr. Pickwick""]"
tt0002379	2	nm0949133	actor	""	"[""Sam Weller""]"
tt0002379	3	nm0644728	actor	""	"[""Sgt. Buzfuz""]"
tt0002379	4	nm0531584	actor	""	"[""Dodson""]"
tt0002379	5	nm0205986	director	""	""
tt0002379	6	nm0002042	writer	"novel ""The Pickwick Papers"""	""
tt0002379	7	nm0715508	actor	""	"[""Fogg""]"
tt0002379	8	nm0259860	actress	""	"[""Mrs. Bardell""]"
tt0002379	9	nm0098089	actor	""	"[""Secondary Role""]"
tt0002380	1	nm0007221	actor	""	"[""'Enry Awkins""]"
tt0002380	2	nm0848232	actress	""	"[""Liza - Mrs. 'Enry 'Awkins""]"
tt0002380	3	nm0111753	actor	""	"[""Liza's Old Father""]"
tt0002380	4	nm0604384	actor	""	"[""Bill Brown - Pugilist""]"
tt0002380	5	nm0178049	actor	""	"[""Ruffian""]"
tt0002381	10	nm0002503	actor	""	"[""Snapper's Lieutenant""]"
tt0002381	1	nm0095695	actor	""	"[""The Snapper Kid - Musketeers Gang Leader""]"
tt0002381	2	nm0001273	actress	""	"[""The Little Lady""]"
tt0002381	3	nm0102858	actress	""	"[""The Little Lady's Mother""]"
tt0002381	4	nm0589494	actor	""	"[""The Musician""]"
tt0002381	5	nm0000428	director	""	""
tt0002381	6	nm0002616	writer	""	""
tt0002381	7	nm0005658	cinematographer	""	""
tt0002381	8	nm0656425	actor	""	"[""The Rival Gang Leader""]"
tt0002381	9	nm0456189	actress	""	"[""The Little Lady's Friend"",""In Alley""]"
tt0002382	10	nm0000859	actor	""	"[""At Table""]"
tt0002382	1	nm0681933	actress	""	"[""The Wife""]"
tt0002382	2	nm0910400	actor	""	"[""The Husband""]"
tt0002382	3	nm0829361	actress	""	"[""The Baby""]"
tt0002382	4	nm1013170	actor	""	"[""The Grandfather""]"
tt0002382	5	nm0000428	director	""	""
tt0002382	6	nm0002616	writer	""	""
tt0002382	7	nm0005658	cinematographer	""	""
tt0002382	8	nm0656425	actor	""	"[""The Married Sister's Husband""]"
tt0002382	9	nm0456189	actress	""	"[""The Wife's Friend""]"
tt0002383	10	nm0002503	actor	""	"[""Indian""]"
tt0002383	1	nm0910400	actor	""	"[""Indian Charlie""]"
tt0002383	2	nm0321088	actress	""	"[""The Young Woman""]"
tt0002383	3	nm0366008	actor	""	"[""The Young Man""]"
tt0002383	4	nm0507861	actor	""	"[""The Young Woman's Father""]"
tt0002383	5	nm0000428	director	""	""
tt0002383	6	nm0005658	cinematographer	""	""
tt0002383	7	nm0115524	actress	""	"[""The Young Woman's Mother""]"
tt0002383	8	nm0000859	actor	""	"[""Undetermined Secondary Role""]"
tt0002383	9	nm0127511	actor	""	"[""Settler""]"
tt0002384	1	nm0508592	actor	""	"[""Guillaume de Noirmont""]"
tt0002384	2	nm0029029	actress	""	""
tt0002384	3	nm0198078	actor	""	""
tt0002384	4	nm0349907	actress	""	""
tt0002384	5	nm0419327	director	""	""
tt0002384	6	nm0520524	writer	scenario	""
tt0002384	7	nm0005635	cinematographer	""	""
tt0002384	8	nm0332182	actor	""	""
tt0002384	9	nm0346808	actor	""	""
tt0002385	1	nm0124279	actor	""	"[""Billy Arnold""]"
tt0002385	2	nm0144293	actress	""	"[""Napatia""]"
tt0002385	3	nm0206750	actor	""	"[""Napatia's Father""]"
tt0002385	4	nm0087051	actress	""	"[""Napatia's Mother""]"
tt0002385	5	nm0923603	producer	producer	""
tt0002385	6	nm0143655	actor	""	"[""Chief Ryan""]"
tt0002385	7	nm0913341	actor	""	"[""Fireman""]"
tt0002385	8	nm0910388	actor	""	"[""Fireman""]"
tt0002386	10	nm0127511	actor	""	"[""First Tramp""]"
tt0002386	1	nm0095695	actor	""	"[""Jim Holcomb""]"
tt0002386	2	nm0681933	actress	""	"[""Mrs. Jim Holcomb""]"
tt0002386	3	nm0537556	actor	""	"[""The Counterfeiter""]"
tt0002386	4	nm0656425	actor	""	"[""First Detective""]"
tt0002386	5	nm0000428	director	""	""
tt0002386	6	nm0377289	writer	""	""
tt0002386	7	nm0005658	cinematographer	""	""
tt0002386	8	nm0331049	actor	""	"[""Second Detective""]"
tt0002386	9	nm0487007	actor	""	"[""The Prisoner"",""The Foreman""]"
tt0002387	10	nm0487007	actor	""	"[""At Duel""]"
tt0002387	1	nm0532072	actor	""	"[""First French Family, the Husband""]"
tt0002387	2	nm0635667	actress	""	"[""First French Family, the Wife""]"
tt0002387	3	nm0039276	actress	""	"[""Second French Family, the Wife""]"
tt0002387	4	nm0262757	actor	""	"[""Second at Duel""]"
tt0002387	5	nm0784407	director	""	""
tt0002387	6	nm0376396	writer	""	""
tt0002387	7	nm0383528	cinematographer	""	""
tt0002387	8	nm0043018	actor	""	"[""Second Husband""]"
tt0002387	9	nm0125164	actor	""	"[""At Duel""]"
tt0002388	10	nm0537743	actor	""	""
tt0002388	1	nm0124279	actor	""	"[""Charles Fleming, an Artist""]"
tt0002388	2	nm0751325	actress	""	"[""Undine""]"
tt0002388	3	nm0832267	actress	""	"[""Helen, Walter's Sweetheart""]"
tt0002388	4	nm0143655	actor	""	"[""Father Neptune""]"
tt0002388	5	nm0923603	director	""	""
tt0002388	6	nm0127511	writer	scenario	""
tt0002388	7	nm0209322	writer	story	""
tt0002388	8	nm0362900	cinematographer	""	""
tt0002388	9	nm0910388	actor	""	"[""Father McCabe""]"
tt0002389	1	nm0644728	actor	""	"[""Captain Harding""]"
tt0002389	2	nm0283327	actress	""	"[""Ruth Harding""]"
tt0002389	3	nm0504353	actor	""	"[""George Thompson""]"
tt0002389	4	nm0949133	actor	""	"[""Henry Wilson - Ruth's Sweetheart""]"
tt0002389	5	nm0789748	director	""	""
tt0002389	6	nm2289198	writer	story	""
tt0002390	1	nm0532072	actor	""	""
tt0002390	2	nm0827509	actor	""	""
tt0002390	3	nm0635667	actress	""	""
tt0002390	4	nm0784407	actor	""	""
tt0002391	10	nm0568282	actress	""	"[""First Gossip""]"
tt0002391	1	nm0681933	actress	""	"[""Miss Mollie Goodhue""]"
tt0002391	2	nm0537556	actor	""	"[""Mr. Goodhue - Mollie's Father""]"
tt0002391	3	nm0115524	actress	""	"[""Mrs. Goodhue - Mollie's Mother""]"
tt0002391	4	nm0000859	actor	""	"[""Preacher Bolton - the Minister""]"
tt0002391	5	nm0000428	director	""	""
tt0002391	6	nm0002616	writer	""	""
tt0002391	7	nm0547966	writer	contributing writer	""
tt0002391	8	nm0005658	cinematographer	""	""
tt0002391	9	nm0656425	actor	""	"[""The Doctor""]"
tt0002392	1	nm0007221	actor	""	"[""John Corbin - The Father""]"
tt0002392	2	nm0047889	actress	""	"[""Mrs. Corbin - The Mother""]"
tt0002392	3	nm0182557	actress	""	"[""Helen Corbin - The Child""]"
tt0002392	4	nm0930504	actor	""	"[""The Doctor""]"
tt0002392	5	nm0111753	director	""	""
tt0002392	6	nm0601061	writer	"poem ""The Night Before Christmas"""	""
tt0002392	7	nm0612348	writer	scenario	""
tt0002392	8	nm0622754	actress	""	"[""Aunt Ruth - Mrs. Corbin's Sister""]"
tt0002393	1	nm0250480	actor	""	"[""Oakley - an English Guardsman""]"
tt0002393	2	nm0644728	actor	""	"[""Black - Oakley's Friend""]"
tt0002393	3	nm0112898	actor	""	"[""Colonel de Bellechasse""]"
tt0002393	4	nm0528931	actress	""	"[""The Colonel's Daughter""]"
tt0002393	5	nm0102643	director	""	""
tt0002393	6	nm0680232	actor	""	"[""Lieutenant de Berg""]"
tt0002394	1	nm0591704	actress	""	"[""The Child""]"
tt0002394	2	nm0253052	actress	""	"[""The Mother""]"
tt0002394	3	nm0694602	director	""	""
tt0002395	1	nm0304098	actor	""	""
tt0002395	2	nm0858286	actress	""	""
tt0002395	3	nm0869559	actor	""	""
tt0002396	1	nm0576791	actress	""	"[""Ofia""]"
tt0002396	2	nm0294276	actor	""	""
tt0002397	1	nm0925310	actress	""	"[""Pearl""]"
tt0002397	2	nm0055865	actor	""	"[""Pearl's Hubby""]"
tt0002397	3	nm0325448	director	""	""
tt0002397	4	nm0653253	writer	""	""
tt0002397	5	nm0258630	producer	producer	""
tt0002398	10	nm0127511	actor	""	"[""An Admirer""]"
tt0002398	1	nm0635667	actress	""	"[""Gladys""]"
tt0002398	2	nm0376396	actor	""	"[""Gladys' Father""]"
tt0002398	3	nm0226992	actor	""	"[""Henrico""]"
tt0002398	4	nm0487007	actor	""	"[""Jose""]"
tt0002398	5	nm0784407	director	""	""
tt0002398	6	nm0071852	writer	""	""
tt0002398	7	nm0383528	cinematographer	""	""
tt0002398	8	nm0125164	actor	""	"[""The Butler""]"
tt0002398	9	nm0041858	actor	""	"[""An Admirer""]"
tt0002399	1	nm0290066	actor	""	"[""The Banker""]"
tt0002399	2	nm0835752	actress	""	"[""The Cook""]"
tt0002399	3	nm0646851	actor	""	"[""The Pianist""]"
tt0002399	4	nm0652479	actress	""	"[""The Typist""]"
tt0002399	5	nm0036048	director	""	""
tt0002399	6	nm0054687	actress	""	"[""The Milliner""]"
tt0002400	10	nm0656425	actor	""	"[""The Policeman""]"
tt0002400	1	nm1013170	actor	""	"[""The Old Actor""]"
tt0002400	2	nm0115524	actress	""	"[""The Old Actor's Wife""]"
tt0002400	3	nm0681933	actress	""	"[""The Old Actor's Daughter""]"
tt0002400	4	nm0041858	actor	""	"[""The Old Actor's Daughter's Sweetheart""]"
tt0002400	5	nm0000428	director	""	""
tt0002400	6	nm0377289	writer	""	""
tt0002400	7	nm0005658	cinematographer	""	""
tt0002400	8	nm0649211	actor	""	"[""The Old Beggar"",""The Stage Manager""]"
tt0002400	9	nm0537556	actor	""	"[""The Replacement Actor""]"
tt0002401	10	nm0226992	actor	""	"[""The Old Bookkeeper's Employer's Friend - the Office Visitor""]"
tt0002401	1	nm1013170	actor	""	"[""The Old Bookkeeper""]"
tt0002401	2	nm0041858	actor	""	"[""The Old Bookkeeper's Employer""]"
tt0002401	3	nm0842239	actress	""	"[""The Old Bookkeeper's Employer's Wife""]"
tt0002401	4	nm0766828	actress	""	"[""The Old Bookkeeper's Employer's Maid""]"
tt0002401	5	nm0000428	director	""	""
tt0002401	6	nm0852022	writer	""	""
tt0002401	7	nm0005658	cinematographer	""	""
tt0002401	8	nm0656425	actor	""	"[""A Thief""]"
tt0002401	9	nm0567532	actor	""	"[""The Police Sergeant""]"
tt0002402	1	nm0294276	director	""	""
tt0002403	10	nm0250480	actor	""	"[""The Detective""]"
tt0002403	1	nm0644728	actor	""	"[""The Owner of The Star""]"
tt0002403	2	nm0680232	actor	""	"[""The City Editor""]"
tt0002403	3	nm0922392	actor	""	"[""Joe Norris - the Oldest Reporter""]"
tt0002403	4	nm0112898	actor	""	"[""The City Editor of the Rival Newspaper""]"
tt0002403	5	nm0789748	director	""	""
tt0002403	6	nm0002771	writer	story	""
tt0002403	7	nm0177886	actor	""	"[""The Attendant at the Art Gallery""]"
tt0002403	8	nm0065038	actor	""	"[""The Attendant's 1st Confederate""]"
