nconst	primaryName	birthYear	deathYear
nm1024447	Ferdinand Gýra	1861	1933
nm10244897	Camilla Eibenschütz	""	""
nm1024681	Josef Kricenský	1874	1930
nm1026117	Mrs. Henry Lytton	1864	1947
nm1026284	Lucille Browne	1876	1967
nm1026322	Flora Foster	1898	1914
nm1027262	John Reinhardt	1885	""
nm1029576	Giuseppe Gambardella	1880	1950
nm1033426	Nikolai Vekov	1870	""
nm10342565	Randolph Feelgood	""	""
nm1037251	Caldwell	""	""
nm1040375	Mr. James	""	""
nm1045638	Sabine Impekoven	1889	1970
nm1046695	Josef Schelepa	""	""
nm1046841	Hermine Solti	1887	1966
nm1047053	Arthur Ullmann	1885	""
nm10501864	Mme. Ondine	""	""
nm1050849	José Yepes	""	""
nm1052580	Tom Haverly	""	""
nm1053222	Anna Sedlácková	1887	1967
nm1059690	Karel Vána	1867	1951
nm10597556	Marco Lienhard	""	""
nm1059958	Beth Taylor	1888	1951
nm1060948	Mihály Nádor	1882	1944
nm1065030	Jess Dandy	1871	1923
nm1065378	Matild Gyõry	1879	1961
nm1069398	Edvard Jacobsen	1879	1941
nm1069712	Agnes Lorentzen	1874	1947
nm1070136	Magna Redøhl	1878	1946
nm1071095	Nicholas Rowe	1674	1718
nm1071728	Victoria Petersen	1865	1944
nm1071930	Bret Hampton	""	""
nm1073465	Frank Pementel	1889	1934
nm1073527	Josephine Rector	1885	1958
nm1074398	Charles Tipton	""	""
nm1076272	G.C. Colonna	""	""
nm1077941	Lucy Sibley	1864	1945
nm1089829	Rachel Gillet	""	""
nm1090550	Adél Marosi	1878	1956
nm1090737	Alajos Mészáros	1877	1920
nm1096012	Sam Cunningham	""	""
nm1096199	Joseph Dennis	""	""
nm1096358	Gladys Du Pell	1893	""
nm1097174	Harry Hartzell	""	""
nm10980419	Anton Ascher	""	""
nm1100197	A. Baldwin Sloane	1872	1925
nm1100459	Andor Szakács	1865	1924
nm1102226	Walter E. Seig	""	""
nm1104569	Péter Andorffy	1856	1919
nm1106102	Grace Pierce	1858	1923
nm1106499	Sándor Szõke	1880	1970
nm1108042	David Barnett	""	""
nm1109179	A.H. Frahlich	""	""
nm1110269	Adorján Nagy	1888	1956
nm1112850	Frederick Opper	1857	1937
nm1113433	Eugenio Bava	1886	1966
nm1118823	Abraham Lincoln	1809	1865
nm11189766	Doris Johannessen	""	""
nm1121434	Irene Vernon	""	""
nm11225194	James White	""	""
nm1125338	Vita Blichfeldt	""	""
nm11255945	Charles F. Coghlan	1842	1899
nm1129529	Willy	1859	1931
nm1132546	Pongrác Kacsóh	1873	1923
nm1135106	Filoteo Alberini	1865	1937
nm1135428	Robert Hood Bowers	1877	1941
nm1138324	William Howard Taft	1857	1930
nm1140362	William Holland	""	""
nm1141114	R.C. Carton	1853	1928
nm1141827	Claire Kroell	""	""
nm11441582	J.H. Hazelton	""	""
nm1144519	Robert Stanton	""	""
nm1145098	John Russell Corvell	""	""
nm1145456	Betty Hartigan	""	""
nm1145473	Murray Herbert	""	""
nm1145809	Scott Marble	1847	1919
nm11461975	Alfred Boyd	""	""
nm11468708	Enrique García Álvarez	1873	1931
nm1147710	Nancy Avril	""	""
nm1148236	Miriam Collins	""	""
nm1148255	Georges Coquet	""	""
nm1148349	Kathryn Dana	""	""
nm1148936	Henry Grammar	1883	""
nm1149121	Edwin Hickok	""	""
nm1149906	Marguerite Marquis	""	""
nm11502077	John Russel Coryell	""	""
nm1150343	Lucy d'Orbel	""	""
nm1150660	Jane Renouardt	1890	1972
nm1151424	Félicien Trewey	1848	1920
nm1151675	Karl Werner	""	""
nm1151934	Charles Fuqua	1875	""
nm1151967	Arthur Patrick 'Pat' Long	""	""
nm1152008	Frank Smiley	""	""
nm1152083	Lotte Müller	1901	1972
nm1154568	George Allaine	""	""
nm1154771	Neil Broaded	""	""
nm1154913	A.W. Collins	""	""
nm1155414	George Hooker	""	""
nm1155538	Betty Kastner	""	""
nm1155556	Ralph Kennedy	""	""
nm1155732	Paulette Lorsy	""	""
nm1155933	Hugh Mosher	""	""
nm1156590	Richard Trethwick	""	""
nm1156622	Ethel C. Unland	""	""
nm1157425	Josephine West	""	""
nm1157815	O.H. Nelson	""	""
nm1158467	William Bodie	1886	1948
nm1159153	Lew Harkness	""	""
nm1159457	Mona Knoll	""	""
nm1159766	Judson Melford	1900	1978
nm1159832	Ernst Munkeboe	1868	1943
nm1160010	Eileen Paul	""	""
nm1160080	C. Rhys Pryce	""	1915
nm1160117	Knute Rahm	1876	1957
nm1160549	Arthur Travers	""	""
nm1160705	Kate Winston	""	""
nm1160942	Walter Healey	""	""
nm1166458	F.E. Montgomery	""	""
nm11665864	Henry Gillen	""	""
nm1167224	John Revett	""	""
nm1168170	Louis Tunc	""	""
nm1169675	Helen Castle	""	""
nm11698541	Léon Laffitte	""	""
nm1173635	H. Kyrle Bellew	1850	1911
nm1173967	Marie Dorly	""	""
nm1174665	Jesse Robinson	1890	""
nm1176759	John Townsend Trowbridge	1827	1916
nm1178542	Charles J. Grahm	""	""
nm1179300	Don Luis Terrazas	""	""
nm1181073	Suzy Depsy	""	""
nm1183167	William R. Sadler	""	""
nm1189670	Charles Hoskins	""	""
nm1190291	Albert McGovern	1882	""
nm1191628	Edwin Alexander	""	""
nm11957982	Katharine Lewis	""	""
nm1197649	Betty Emerson	""	""
nm12011828	Suzanne Faes	""	""
nm12016940	Ibolyka Kaczér	""	""
nm12016941	Tibor Kaczér	""	""
nm1204409	Eugenia Tettoni Fior	""	""
nm1206019	Walter Melville	1875	1937
nm1206604	Mary Fry Clements	""	""
nm1206972	B.S. Ingemann	1789	1862
nm1207539	Alberta Roy	""	""
nm1209346	Castelo Branco	""	""
nm1210247	J.H. Martin	1874	""
nm1211519	Mabel Halsey	""	""
nm1212424	Hal August	1890	1918
nm12139966	Rosanna Bainbridge	""	""
nm1215402	Jane Stewart	""	""
nm1215996	Brunnet	""	""
nm1216205	Madeleine Céliat	""	""
nm1217957	Flora R. Snyder	1873	1952
nm1218280	H.B. Marriott Watson	1863	1921
nm1220249	Arthur Balfour	""	""
nm1221307	Dwight Mead	1885	""
nm1221809	Lucy Sheldon	""	""
nm1222085	Marguerite Wolff	""	""
nm1222231	Blanche Ayers	""	""
nm1222931	Ed Harper	""	""
nm1225415	Arthur Gandi	""	""
nm1230894	Carmen Ruiz	""	""
nm1234058	F. Reinhardt	""	""
nm1234552	S. Tarasov	""	""
nm1234590	Paul Thiemann	""	""
nm1234686	Walter Turszinsky	1874	1915
nm12367344	Petermann Etterlin	""	""
nm1242185	H. Scott Salinas	""	""
nm1245597	Paul Raas	""	""
nm1247398	Jane Day	""	""
nm1250355	Edward LeSaint	1870	1940
nm1252330	Forrest Macomber	""	""
nm1253410	Miss Tafft	""	""
nm1255970	Jean	""	""
nm12577271	Die Garde Füsilier-Regiment	""	""
nm1261170	Hans Neergaard	1865	1926
nm1263330	Lydia De Roberti	""	""
nm1263399	G.T. Evans	""	""
nm1263553	P. Herbert	""	""
nm1263721	Bernardine Prissi Leist	""	""
nm12639004	Xavier Guillaume Mertz	""	""
nm12639005	Belgrave Edward Sutton Ninnis	""	""
nm1263982	Madame Pilar-Morin	""	""
nm1264018	Mirra Principi	1871	""
nm1265835	Mrs. George Gebhardt	""	""
nm1266292	Oscar Langkilde	1874	1953
nm1266374	Leslie Loveridge	1907	1972
nm1266474	Axel Mattsson	1887	1937
nm1266490	Wallace McCutcheon Jr.	1880	1928
nm1266491	Mrs. Wallace McCutcheon	1866	1936
nm1266519	Mesnery	""	""
nm12667782	Miklós Faludi	""	""
nm12667783	Béla Erényi	1872	1935
nm1267013	Suzanne Seylor	""	""
nm12670640	M. Simome	""	""
nm1267460	Einar Zangenberg	1882	1918
nm1267548	Grover Cleveland Alexander	1887	1950
nm1267949	Henry C. Carey	""	""
nm1267957	Bill Carrigan	1883	1969
nm1267981	George Chalmers	1888	1960
nm1268106	Gavvy Cravath	1881	1963
nm1268447	Rube Foster	1888	1976
nm1268667	Frau Gude	""	""
nm1270151	Edna Sharpe	1890	1967
nm1270556	Eugenie Werner	""	""
nm1271184	C.W. Bachman	1863	1947
nm1272063	Danjuro Ichikawa	1838	1903
nm1272675	Kikugoro Onoe V	""	""
nm1274772	Dave Bancroft	1891	1972
nm1274963	Marion Brent	""	""
nm1275393	Teddy the Dog	""	1925
nm1279538	Édouard Grisollet	""	""
nm1279904	Joseph Kelly	""	""
nm1280594	Eva Nelson	1893	""
nm1282454	William J. Bauman	1884	1960
nm1285495	Jane Paddock	""	""
nm1286798	Sitting Bull	1831	1890
nm1287215	Florence Fitzroy	""	""
nm1287786	W.L. Lewis	""	""
nm1287826	Harry Loverin	""	""
nm1287902	Allen A. Martin	""	""
nm1287971	Merla Marion Metcalf	""	""
nm1288120	Fanny Northrope	""	""
nm1288774	Grace Tregarthen	""	""
nm1291436	Adrien Caillard	""	""
nm1291814	Laura Darville	""	""
nm1294185	Dick Parker	""	""
nm1299611	Eileen Goodin	""	""
nm1301649	Ettore Pesci	""	""
nm1303133	Gyp Williams	""	""
nm1304340	J.C. Buckstone	1859	1924
nm1304353	Wyatt Burns	""	""
nm1304371	Hick Cady	1886	1946
nm1304923	Del Gainer	1886	1947
nm1305174	Olaf Henriksen	1888	1962
nm1305944	Charles P. Müller	""	""
nm1307394	Larry Gardner	1886	1976
nm1309758	Chauncey Depew	1834	1928
nm1311785	Lev Zhurbin	1978	""
nm13155558	Max Büttner	1859	1927
nm1320386	E. Vivian	""	""
nm1322270	Loma Besserer	""	""
nm1322742	Suzanne Erandis	""	""
nm1323543	Christiane Mandelys	1873	1957
nm1324584	Maurice Vinot	1888	1916
nm1330620	Hans Hyan	1868	1944
nm1332578	Michelle	""	""
nm1333156	Mlle Barral	""	""
nm1333252	Blanchard	""	""
nm1333551	Coste	""	""
nm1333564	Eugene Creissel	""	""
nm1333629	Amélie de Pouzols	""	""
nm1333904	Marcelle Fleury	""	""
nm1334052	Fernand Godeau	""	""
nm1334402	Nathalie Jerome	""	""
nm1334821	Maiapolska	""	""
nm1334895	Jane Maylianes	""	""
nm1335271	Gaston Paulin	""	1921
nm1335308	La Petite Lily	""	""
nm1335335	Léa Piron	""	""
nm1335492	Mademoiselle Rianza	""	""
nm1336171	J.C. Whitcomb	""	""
nm1336964	Yvonne Mario	""	""
nm1338022	Robert Smith	""	""
nm1338028	Édouard Pinto	1887	""
nm13388805	Maria Ann Lovell	""	""
nm1340310	Madame d'Aulnoy	""	""
nm1345078	S. Jones	""	""
nm1346516	Victor Kainer	1905	1922
nm1346727	Audrey Littlefield	1906	1970
nm1347478	J.C. Smith	""	""
nm1348998	Harry Blyth	""	""
nm1350083	Frances Cummings	""	1923
nm1352982	Min Johnson	""	""
nm1355020	Reinhold Flügel	""	""
nm1355040	Ray Francis	""	""
nm1355849	Bessie McCoy	1884	1931
nm1355851	George McDermott	""	""
nm1356332	W.G. Rice	""	""
nm1356916	Grete Weixler	1900	1921
nm13577236	Lassie	""	""
nm1358884	Ellen Aggerholm	1882	1963
nm1359591	Willard Gardner	""	""
nm1360649	Mr. Rivary	""	""
nm1361626	Willie West	""	""
nm1363590	Jay Hanna	1886	1957
nm1364406	Otto Rung	1874	1945
nm1364707	Virginia K. Tucker	""	""
nm1368553	George B. Hoyt	""	""
nm1370230	James F. Brady	""	""
nm1370310	Clarence L. Carey	""	""
nm1372000	Willis Secord	""	""
nm1372137	Sam Stillwell	""	""
nm1373143	Lillian Hines	""	""
nm1374391	Bud Jerome Anderson	1872	""
nm1374692	Raffaele Caravaglios	""	""
nm1374785	Mary Clowes	""	""
nm1376180	Sandro Properzi	""	""
nm1376296	Emilio Roncarolo	""	""
nm13782575	P.J. Bourke	""	""
nm1379916	Marvin Faylen	""	""
nm1380868	Luis Mazzantini	""	""
nm1384776	Imp the Dog	""	""
nm13854465	Helen Taft	""	""
nm1387392	Charlotte Singleton	""	""
nm1387764	Phillip Tyron	""	""
nm1388010	Marie A. Wing	""	""
nm13890136	Paul Tietjens	""	""
nm13903996	Walter Dalgleish	""	""
nm13904309	Clara Stevenson	""	""
nm13904310	George Corti	""	""
nm13912381	Klaas Schout	""	""
nm1394418	Michael Mortilla	""	""
nm13967547	István Kiss	""	""
nm1396754	Dick Scott	""	""
nm1397726	Neva Don Carlos	1889	""
nm1398184	Fred Ilenstine	1889	1968
nm1399399	J. Travers	""	""
nm1399761	George Creel	1876	1953
nm1399833	Earl Howell	1883	1918
nm1400009	William A. Russell	1878	1914
nm1402894	Jimmie McIntyre	""	""
nm1403103	Sophie Osborn	""	""
nm1403670	Elmer Thompson	""	""
nm1411720	Daniel P. Kelleher	1896	1958
nm1413247	Lew Rushing	""	""
nm1413423	Glenn Shaver	""	""
nm1414472	Miriam Horwitz	1882	1967
nm1415343	Alice Danzinger	""	""
nm1415907	Al Jacoby	""	""
nm1416083	Ivan Andreyevich Krylov	""	""
nm1420037	Josephine Duval	""	""
nm1422578	Cyril Leonard	""	""
nm1424262	Hal Angus	1890	1977
nm1428564	Florence Geneva	""	""
nm1428608	Lindsay Gray	1868	""
nm14297096	Irene Brogen	""	""
nm1431224	Nicholas Brierley	1880	1935
nm1432527	Leon J. Suckert	""	""
nm1434907	Ragnhild Christensen	""	""
nm1436533	Kate McCabe	""	""
nm1437421	Frederik Schack-Jensen	1877	1963
nm1437660	Erling Stensgaard	""	""
nm1440041	Minnie Meyer	""	""
nm1448664	Richard Wirth	1857	1938
nm1455759	Pierre Sales	1856	1914
nm1458507	Victor Fabian	1869	1922
nm1458590	Elna From	1869	1943
nm1459190	Otto Lagoni	1868	1944
nm1463771	Mae Hamilton	""	""
nm1464377	Emil Kruschke	""	""
nm1465134	Kame Nee	""	""
nm1465420	R. Peyton	""	""
nm1465569	Julia M. Purdy	""	""
nm1466453	E. Trelawney	""	""
nm1475455	James G. Steven	""	""
nm1475687	Alfred Tostary	1872	""
nm14793212	J.F. Natteford	""	""
nm1491428	Ferdinand Richter	""	""
nm1493129	Fritz Junkermann	1883	1942
nm1493781	Ilse Oeser	""	""
nm1494341	Hans Staufen	""	""
nm1494622	Berhold Weiss	""	""
nm1495193	Hermann Litt	""	""
nm1495608	Mabel Harris	""	""
nm1495634	Frau Karsten	""	""
nm14997122	Lotta Savoy	""	""
nm14997123	DeWitt C. Wheeler	""	""
nm1505494	Bertha Laurentius	""	""
nm1508049	Boris Lensky	""	""
nm1517169	Otto Zeegers	""	""
nm15212932	Y. Spinner	""	""
nm1523929	Conchita Ledesma	""	""
nm1525319	Pier Camillo Tovagliari	""	""
nm1529472	Donald Sosin	1951	""
nm1530337	Helen Wright	1868	1928
nm1531372	Hilmar Clausen	1888	1951
nm1531812	Waldemar Hansen	1891	1960
nm1532213	Henny Lauritzen	1871	1938
nm1539443	Mrs. Hepworth	1873	1917
nm1550583	Veronica Marsh	""	""
nm1550622	Irene Mattalia	""	""
nm1552402	Julia Ude	""	""
nm1553082	Antonio Nazzari	""	""
nm1553125	Narciso Vaz	""	""
nm1558054	James Ashley	""	""
nm1559990	Roy Tyrrell	""	""
nm1560335	Elaine Hayman	""	""
nm1562759	Frères Lafitte	""	""
nm1563056	Columbia Eneutseak	1893	1959
nm1563072	Georges Hatot	1876	1959
nm1563104	Dorothy M. Lynn	""	""
nm1564224	Florence Levy	""	""
nm1565800	Margaret Adamson	""	""
nm1569501	Jacques Burg	""	""
nm1570017	Charles Courtwright	1876	""
nm1576351	William Sweeney	""	""
nm1576435	Earl Talbot	1891	1914
nm15772159	L. Tridienska	""	""
nm15789365	Carlota de Mena	""	""
nm1579294	Harry Norton	""	""
nm1579564	Mme. Van Doren	""	""
nm1583901	Arthur Evans	""	""
nm1585907	Cesira Lenard	""	""
nm1587194	Emil Skladanowsky	1866	""
nm1587933	Boyd Clark	""	""
nm1588970	Carmencita	1868	1910
nm1589732	John Michael Hick	""	""
nm1589746	Inez A. Ridgeway	""	""
nm1590986	Kate Claxton	1850	1924
nm1594370	Charles Lakin	1893	1965
nm1597962	Anatole Thiberville	""	""
nm1598049	Bernd Thewes	""	""
nm1616439	Tony Bulandra	""	""
nm1617025	Constantin Neamtu-Ottonel	""	""
nm1618471	Frank N. Thayer	""	""
nm1627778	Holger Hofmann	1868	1929
nm1627993	Pepper the Cat	""	""
nm1628363	Sam Smiles	""	""
nm1628724	Herschel Herschovitz	""	""
nm1644582	Owen Meredith	""	""
nm1649723	Edwin DeWolf	""	""
nm1650215	Toodles	""	""
nm1651416	Frances Keyes	""	""
nm1653545	Edna Johnson	""	""
nm1654733	Shep the Dog	""	""
nm1654850	David Greenwell	""	""
nm1655221	William Porter Jr.	""	""
nm1655639	Julia Courtell	""	""
nm1655993	Bobbie Robbins	""	""
nm1656292	Katherine K. Kepper	""	""
nm1658854	Howard Gage	""	""
nm1666136	Georges Guérin	""	""
nm1669708	H.L. Bascomb	""	""
nm1669846	N.B. Clarke	""	""
nm1670010	W.R. Floyd	""	""
nm1670421	J. McDovall	""	""
nm1670497	Phineas Nairs	""	""
nm1670687	Addison Rothermel	1892	1958
nm1670913	George Voijere	""	""
nm1671089	Aline Boyd	""	""
nm1671273	Eleanor Goodspeed	""	""
nm1671836	Mae Thorn	""	""
nm1672152	William L. Graylord	""	""
nm1672198	Edward T. Matlack	""	""
nm1672242	Page Spencer	""	""
nm1675211	E.M. Leslie	""	""
nm1675682	Elizabeth Conway	""	""
nm1676187	J.W. Blake	""	""
nm1678676	I.C. Christensen	1856	1930
nm1680332	Frank Blighton	""	""
nm1684800	Robert Tucker	""	""
nm1684881	Harry Bates	1870	1932
nm1685914	George Gaffney	""	""
nm1687298	Thomas Colmensil	""	""
nm1694147	W.H. Lawrence	""	""
nm1695841	Jean Durrell	""	""
nm1699075	Jim Robson	""	""
nm1703900	Lucien Boyer	1876	1942
nm1714653	Aurel Barbelian	""	""
nm1715062	P.J.C. Janssen	1824	1907
nm1718198	Albert Sorgius	""	""
nm1723261	Melvin G. Winstock	""	""
nm1726962	Acacio Antunes	""	""
nm1726969	Ed Armstrong	""	""
nm1728086	Thomas Vieira	""	""
nm1729031	Lucinda do Carmo	""	""
nm1729239	Claude Ferdinand Von Bernard	""	""
nm1738398	Captain Webb	""	""
nm1747784	Francisco I. Madero	1873	1913
nm1759558	Gilberte Sergy	""	1924
nm1760275	Gertrudes Lima	""	""
nm1760538	Amélia Soares	""	""
nm1761548	Pierre Trimbach	1889	1970
nm1764384	Hans Bloch	""	""
nm1770680	Julien Pappé	1920	2005
nm1772610	John Murphy Farley	1842	1918
nm1773629	Morris H. Black	""	""
nm1778194	Bretteau	""	""
nm1778224	Carmelli	""	""
nm1778292	Dupeyron	""	""
nm1779176	Mary Brunel	""	""
nm1779686	Madeleine Sézanne	""	""
nm1779759	Käthe Wittenberg	""	""
nm1780026	Adelaide René	""	""
nm1792918	June Clark	""	""
nm1800526	Miss Lyons	""	""
nm1800651	Alberta McCoy	""	""
nm1802226	Joseph Maddern	""	""
nm1803861	Georg Paezel	1880	1951
nm1808212	Wladimir	""	""
nm1814364	Kai Voigt	1894	1946
nm1815579	Fido the Dog	""	""
nm1818289	Luise del Zopp	1871	1946
nm1822348	Harold A. Livingston	""	""
nm1824687	Jára Sedlácek	1884	1929
nm1832937	Luke the Dog	1913	1926
nm1833881	Doris Langkilde	1874	1946
nm1834127	Maggi Zinn	1873	1952
nm1834296	Axel Garde	1876	1958
nm1838546	Charles Penn	""	""
nm1840863	Joseph Faivre	""	""
nm1845377	Fridtjof Kaulbach	1901	1968
nm1845806	Parly Petersen	1889	1965
nm1846061	Poul Skondrup	1905	1977
nm1851859	Minnie Humphrey	""	""
nm1851951	Oda Nielsen	1851	1936
nm1854449	Victor Betzonich	1864	1901
nm1854741	Siegwart Gruder	1872	""
nm1856940	Christian Lundsgaard	""	""
nm1857018	Hippolyte Taine	""	""
nm1857036	Scheel Vandel	1864	1918
nm1861813	Mrs. Medill McCormick	1880	1944
nm1865135	Georg Hötzel	""	""
nm1865342	Miss Earle	""	""
nm1866776	Mr. Barry	""	""
nm1868129	Jinnie Frazer	""	""
nm1868732	John Melville	""	""
nm1871810	Alan Crolius	1889	1936
nm1874201	Robert Marconi	""	""
nm1884352	Nettie Hechter	""	""
nm1885154	Bert Hunn	1883	1964
nm1887019	Suzanne De Labroy	""	""
nm1890346	Nicola Zavoli	""	""
nm1892090	Olly Klein	""	""
nm1894886	Mr. Lepard	""	""
nm1895457	Florence Williamson	""	""
nm1895858	Annabel Dwight	""	""
nm1902148	Alfred Duskes	""	""
nm1917268	Witold d'Antone	""	""
nm1918511	Raymond Pellerin	""	""
nm1919060	Herbert Redding	""	""
nm1921007	Carl Otto Dumreicher	1879	1965
nm1922846	Eugene Barrington	""	""
nm1923782	Stella Lind	1892	1919
nm1925034	Kirstine Friis-Hjorth	1872	1944
nm1925762	L.A. Hjarne	1880	1948
nm1925769	Budd Doble	1841	1926
nm1928274	Sylvanus Cobb Jr.	""	""
nm1932247	Douglas Simpson	""	""
nm1932556	James M. Johnson	""	""
nm1937037	Josephine Houle	""	""
nm1938661	C.E. Rogers	1882	1951
nm1940235	J.H. Horsey	""	""
nm1942118	Sohège	""	""
nm1945570	Fritz Steinbeck	""	""
nm1950505	Charles Sindelar	1876	1947
nm1958630	George Henderson	1851	1923
nm1958881	Doris Thompson	1859	1916
nm1959441	Bertie Pitcairn	1885	1914
nm1959903	Annie H. Donnell	""	""
nm1964737	Helen Blaney	""	""
nm1969293	Henry Kaige	""	""
nm1969695	Mrs. Victor Koch	""	""
nm1972946	David Drazin	""	""
nm1976493	Suzanne Rankin Drew	""	""
nm1977140	Edna McBeth	""	""
nm1979140	Marie Kläs	""	""
nm1979952	Charles Krauss	""	1926
nm1981297	Albert Price	1844	1927
nm1982975	Margarete Wichmann	""	""
nm1984722	Edna Smith	""	""
nm1987804	Henny Steimann	1860	""
nm1990343	Ernst Bretschke	""	""
nm1992222	Julius Einödshofer	1863	1930
nm1993094	Ellen Diedrich	""	""
nm1993235	Otto Wedel	""	""
nm1995281	Pepi Machauer	""	""
nm1995771	Ibolya Nagy	1864	1946
nm1997151	Siegfried Schultz	""	""
nm1997201	Maria Christina of Austria	1858	1929
nm2004235	Kitty O'Neil	""	""
nm2006117	Nick Callahan	""	""
nm2009613	Emma C. Butler	""	""
nm2014119	Walter Griswoll	""	""
nm2022633	Mary Maxwell	""	""
nm2054205	Reginald McKinstry	""	""
nm2078034	Joachim Bärenz	""	""
nm2080582	Júlio Santos	""	""
nm2086836	Elence da Comp. do Teatro Gymnasio	""	""
nm2088653	Augustus Marvin	""	""
nm2092030	George S. Fleming	""	""
nm2096359	Olive Drake	""	""
nm2099703	Endre Szeghõ	1877	1933
nm2100329	Harry Alaska	""	""
nm2112876	Julie Henriksen	1872	1949
nm2114104	Maude Potter	""	""
nm2114719	Margie Anderson	""	""
nm2125856	Miss George	""	""
nm2126992	Maxence Cyrin	""	""
nm2128764	David Davis	""	""
nm2131092	Gebhard Schätzler-Perasini	""	1931
nm2139851	Amélia Vaz	""	""
nm2140812	Thurston Harris	""	""
nm2143234	Eugène Creissel	""	""
nm2146885	Charles Keppens	""	""
nm2150938	Th.S. Sørensen	""	""
nm2156608	Walter Pfeffer Dando	1852	1944
nm2157518	Antonio Serrano	""	""
nm2160063	Valdemar Petersen	""	""
nm2161079	Mariya Korolyova	""	""
nm2165169	Frank Brady	""	""
nm2180798	Baptista Schreiber	1886	1956
nm2181635	Vladimir Kriger	1872	1933
nm2182770	F.C. Oberg	""	""
nm2233503	Ernest Warner	""	""
nm2243658	Cedric R. Smith	""	""
nm2245603	Jeff Heatley	""	""
nm2256592	John L. Sullivan	1858	1918
nm2259742	Charles Sefton	1884	1971
nm2279742	Mildred Jackson	""	""
nm2283407	J.H. Landau	""	""
nm2286670	Manzoni	""	""
nm2289198	Herbert E. Morgan	""	""
nm2293339	Atti Pacsay	1970	""
nm2297223	George Gray	1863	""
nm2308962	Stella W. Collard	""	""
nm2313241	John Manus Dougherty Sr.	1885	""
nm2323467	Aranka Molnár	1902	1982
nm2325688	Mary Hagen	""	""
nm2326707	Lily Haggar	1891	1973
nm2328128	Betty Johnson	""	""
nm2329855	Violet Haggar	1887	1979
nm2329944	Henry Haggar	1889	1945
nm2331275	James Haggar	1879	1925
nm2331511	Old Blue	""	""
nm2332493	Sarah Haggar	1851	1909
nm2336680	Walter Goebel	""	""
nm2350007	Antoine Féraud	""	""
nm2350838	Andrée Lumière	1894	1918
nm2354154	Alphonse Winckler	1839	1925
nm2362063	Herbert Trench	1865	1923
nm2365973	Zoltán Sipos	1882	1914
nm2384492	Petre Liciu	""	""
nm2386325	Constanta Demetriade	""	""
nm2405804	Sutton Vane Sr.	""	""
nm2412731	László Csiky	1860	1936
nm2419394	Kató Berky	1889	1961
nm2421318	Ingeborg Rasmussen	1868	1926
nm2421815	Karl-Ludwig Schröder	1877	1940
nm2421834	Eric Chapus	""	""
nm2423235	Kornélia Parlaghy	1884	1942
nm2431571	Joseph Harker	1855	1927
nm2434920	Thora Meincke	1877	1911
nm2445103	Mary McKenzie	""	""
nm2485827	Fred Haggar	1873	1913
nm2528881	Aage Lorentzen	1880	1955
nm2529677	Anton Gambetta Salmson	1870	1926
nm2542283	Gunnar Rosenbaum	""	""
nm2542573	Willy Zeyn	1876	1946
nm2543207	Ingeborg Larsen	1887	1931
nm2543208	Maria Carlotta	""	""
nm2544950	Luella Forepaugh	1857	1959
nm2547818	Gustav Helios	1887	1960
nm2552457	A. James Gee	1878	1970
nm2554531	Sam Gong	""	""
nm2557111	Bernhard Holz	""	""
nm2558325	Alfi Zangenberg	1882	1966
nm2558782	Helga Stewens	""	""
nm2559368	Sigrid Deurell-Lundgren	""	""
nm2560212	Eva Holländer	""	""
nm2577458	Albert Warren Kelsey	1841	1921
nm2577858	Frank A. Lyons	""	""
nm2583229	George F. Fish	1862	1949
nm2595690	Tage Hertel	1894	1955
nm2681099	José María Pino Suárez	1869	1913
nm2694376	Viola Frayne	""	""
nm2700803	Zsigmond Vincze	1874	1935
